Date;Gold XAU/EUR Rate FX Unhdg.;1-5 Year US Govt (ICE) FX Unhdg.;1-5 Year Global Non-Sov (ICE) IR hdg. IRS;World Equity (MSCI) FX Unhdg.;1-3 Year China Govt (ICE) FX Unhdg.;US Inflation-Linked Govt (ICE) FX Hdg.;US MBS (ICE) FX Hdg.;EM global IG Govt (JPM) FX Hdg.
18.10.1995;0,003645693;0,00192;;0,003013936;;;-0,00083;
19.10.1995;-0,01187273;-0,0057;;-0,003341323;;;0,00039;
20.10.1995;-0,006194901;-0,00877;;-0,007417448;;;-0,00145;
23.10.1995;-0,000993253;-0,0052;;-0,00872921;;;0,00014;
24.10.1995;0,001508502;0,00302;;-0,001791902;;;0,00171;
25.10.1995;0,001163905;0,00539;;-0,002146317;;;0,00068;
26.10.1995;0,000649661;0,00457;;-0,006104117;;;-0,00117;
27.10.1995;0,004237143;-0,00403;;-0,007536111;;;0,0003;
30.10.1995;-0,002211712;0,00236;;0,008740435;;;0,00113;
31.10.1995;0,002387123;0,0056;;0,002094849;;;0,00083;
01.11.1995;0,00370824;0,00472;;0,003082268;;;0,00197;
02.11.1995;0,005762126;0,00299;;0,008478324;;;0,00032;
03.11.1995;-0,003403768;0,0001;;-0,000664348;;;-0,00005;
06.11.1995;-0,001893683;-0,00241;;0,000333154;;;-0,00018;
07.11.1995;0,007216425;-0,00015;;-0,001419844;;;-0,00049;
08.11.1995;0,00215278;0,00177;;0,00313414;;;0,00207;
09.11.1995;-0,000469909;0,00084;;0,002325876;;;-0,00039;
10.11.1995;0,014070318;-0,00048;;-0,002236603;;;-0,00063;
13.11.1995;-0,006225578;0,00445;;-0,000961544;;;0,00135;
14.11.1995;-0,00823059;-0,00408;;-0,005572033;;;0,00042;
15.11.1995;-0,000974364;-0,00702;;-0,002876207;;;-0,00069;
16.11.1995;-0,002925943;0,00543;;0,006259922;;;0,00172;
17.11.1995;0,004755962;-0,00213;;0,001312505;;;0,00059;
20.11.1995;-0,00295421;0,00418;;0,007768212;;;-0,00047;
21.11.1995;-0,002861953;-0,00433;;-0,001622521;;;-0,0007;
22.11.1995;-0,009420902;-0,00033;;0,000212732;;;0,00011;
24.11.1995;0,002339459;0,00293;;0,001153711;;;0,00093;
27.11.1995;0,011737645;0,00854;;0,01293063;;;0,00141;
28.11.1995;0,005115346;-0,0012;;0,005107695;;;0,00002;
29.11.1995;0,007683864;0,00598;;0,001460093;;;0,00141;
30.11.1995;0,003300984;0,01036;;0,007045845;;;0,00239;
01.12.1995;-0,002994012;-0,00083;;0,00603624;;;0,00098;
04.12.1995;-0,003795004;0,00056;;0,004582173;;;0,0007;
05.12.1995;-0,002683185;-0,00416;;-0,000534628;;;-0,00065;
06.12.1995;0,012322716;0,0027;;0,004690863;;;0,0003;
07.12.1995;3,28106E-05;-0,00041;;0,000684638;;;-0,00066;
08.12.1995;0,004593327;0,00422;;0,001273361;;;0,00079;
11.12.1995;-0,002482119;0,00136;;0,00094948;;;0,00182;
12.12.1995;0,005107553;0,00512;;0,001127956;;;0,00027;
13.12.1995;-0,003550604;0,00196;;0,002933231;;;-0,00013;
14.12.1995;-0,010264792;-0,00503;;-0,00371113;;;0,00103;
15.12.1995;2,35E-03;-0,00273;;-0,005039773;;;0,00041;
18.12.1995;-0,003987215;-0,00536;;-0,012727954;;;-0,00183;
19.12.1995;0,00863495;0,00378;;0,001220647;;;0,00248;
20.12.1995;-0,004034507;0,00391;;0,007186269;;;0,00047;
21.12.1995;0,001482018;-0,00177;;0,004699105;;;-0,00001;
22.12.1995;-0,00118386;0,00149;;0,003164654;;;0,00183;
26.12.1995;-0,00430751;-0,00201;;0,003955903;;;0,00071;
27.12.1995;-0,002278657;-0,00068;;-0,00336501;;;0,00117;
28.12.1995;0,003078247;-0,00167;;-0,00096606;;;0,00116;
29.12.1995;0,00138591;0,00365;;0,001434743;;;0,00126;
02.01.1996;0,007150624;-0,00097;;0,003185812;;;0,00037;
03.01.1996;0,01367622;0,00206;;0,007197821;;;0,0006;
04.01.1996;-0,007165451;0,00765;;0,010131332;;;-0,00124;
05.01.1996;0,003706112;-0,01223;;-0,006721382;;;-0,00146;
08.01.1996;-0,001619486;0,0004;;0,000641347;;;0,00054;
09.01.1996;-0,006877758;-0,00108;;-0,005722538;;;0,00055;
10.01.1996;0,010551418;-0,00444;;-0,010832983;;;-0,00208;
11.01.1996;0,00132536;-0,00049;;0,001143477;;;0,00162;
12.01.1996;-0,000484246;0,00694;;0,000714448;;;0,00163;
15.01.1996;0,002842285;0,00528;;0,000200436;;;0,00057;
16.01.1996;0,018551322;0,01058;;0,011862471;;;0,00218;
17.01.1996;0,005249012;0,00536;;0,003470007;;;0,00176;
18.01.1996;-0,002044604;0,00549;;0,002462584;;;0,00121;
19.01.1996;0,01128412;0,00705;;0,008882541;;;0,0005;
22.01.1996;0,007480364;-0,00156;;-0,001848615;;;-0,00198;
23.01.1996;0,003124613;0,00267;;-0,000818049;;;-0,00097;
24.01.1996;0,004163454;0,00432;;0,005866519;;;0,00093;
25.01.1996;0,014987715;-0,00204;;0,000342184;;;-0,00179;
26.01.1996;0,002390462;0,01352;;0,010453878;;;0,00154;
29.01.1996;-0,005675129;-0,00227;;-0,00159034;;;-0,00045;
30.01.1996;-0,000637542;0,00175;;0,006289461;;;0,00169;
31.01.1996;-0,000759463;-0,00174;;0,007130827;;;0,00166;
01.02.1996;0,011583012;0,00122;;0,005814562;;;0,00046;
02.02.1996;0,007753802;-0,00225;;-0,001627743;;;-0,00114;
05.02.1996;-0,01240606;-0,01024;;-0,005777598;;;-0,00085;
06.02.1996;-0,00184201;0,00131;;0,003375477;;;0,00018;
07.02.1996;-0,004477386;0,00353;;0,0061277;;;0,00129;
08.02.1996;0,000243109;-0,00016;;0,001561428;;;0,00081;
09.02.1996;-0,009813155;0,00077;;-0,002016076;;;0,00061;
12.02.1996;-0,011076338;-0,00056;;0,000897764;;;0,00269;
13.02.1996;0,003940306;0,00387;;0,001160577;;;0,00109;
14.02.1996;-0,002194202;-0,00475;;-0,003436197;;;-0,00143;
15.02.1996;0,000464583;-0,00048;;0,002080371;;;0,00016;
16.02.1996;-0,005510495;-0,00678;;-0,006454251;;;-0,00457;
20.02.1996;-0,016823478;-0,01174;;-0,005724047;;;-0,00438;
21.02.1996;0,007605045;-0,00176;;0,001337094;;;0,00016;
22.02.1996;-0,006352601;0,00261;;0,008296779;;;0,00205;
23.02.1996;-0,00525383;-0,00155;;0,00025174;;;-0,00112;
26.02.1996;0,005822463;-0,00306;;-0,005292183;;;-0,0006;
27.02.1996;-0,005092842;-0,00329;;-0,002659679;;;-0,0015;
28.02.1996;0,012336258;0,00101;;0,004385779;;;-0,00175;
29.02.1996;0,002826633;0,00619;;0,001104491;;;-0,00081;
01.03.1996;-0,003194488;0,00709;;0,00689333;;;0,00481;
04.03.1996;-0,0139814;0,0014;;0,004125073;;;0,00208;
05.03.1996;-0,005098302;-0,00264;;0,003548167;;;-0,00126;
06.03.1996;0,004804151;-0,00202;;-0,004062837;;;-0,00264;
07.03.1996;0,003410576;0,00098;;-0,001380588;;;-0,00088;
08.03.1996;0,00794155;-0,00532;;-0,011008543;;;-0,01178;
11.03.1996;-0,001607312;0,00349;;-0,005103399;;;0,00235;
12.03.1996;-0,002367499;-0,00142;;-0,001198195;;;0,00003;
13.03.1996;0,000569548;0,00039;;-0,003760063;;;0,00051;
14.03.1996;-0,00436405;-0,00496;;0,006361518;;;0,00119;
15.03.1996;0,000412908;-0,00153;;0,004748794;;;-0,00434;
18.03.1996;0,002857415;0,00021;;0,007469834;;;0,00135;
19.03.1996;-0,005160351;-0,00018;;0,002591167;;;0,00089;
20.03.1996;0,003309572;0,00379;;-0,00094883;;;0,003;
21.03.1996;0,008056331;-0,00079;;0,003705919;;;0,00232;
22.03.1996;-0,000881002;0,00084;;0,000378313;;;-0,0009;
25.03.1996;6,29842E-05;0,00017;;0,00297084;;;0,00336;
26.03.1996;0,004849477;-0,00123;;0,001191921;;;0,00028;
27.03.1996;0,004105296;0,00493;;0,006150465;;;-0,00398;
28.03.1996;-0,015979526;-0,00701;;-0,003949212;;;-0,00299;
29.03.1996;-0,002125028;0,0013;;0,000792165;;;0,00317;
01.04.1996;0,003655203;0,00483;;0,008390986;;;0,00154;
02.04.1996;-0,006777085;-0,00235;;0,001897565;;;0,00127;
03.04.1996;0,001562351;-0,0015;;-0,000999266;;;0,00036;
04.04.1996;0,000350185;-0,00125;;0,001082727;;;-0,00206;
05.04.1996;-0,000700124;-0,00541;;0,001067078;;;0,00018;
08.04.1996;0,009744913;-0,00197;;-0,008449111;;;-0,0113;
09.04.1996;-0,001986943;0,00819;;0,006436272;;;0,00247;
10.04.1996;0,001485274;0,00255;;-0,000635054;;;-0,00156;
11.04.1996;0,002997697;-0,00021;;-0,002199932;;;-0,00195;
12.04.1996;-0,002107846;0,00591;;0,005498003;;;0,00746;
15.04.1996;0,000882752;0,00501;;0,009976074;;;0,00054;
16.04.1996;-0,005386336;-0,00006;;0,00348149;;;0,00208;
17.04.1996;-0,002850266;-0,00286;;-0,002898963;;;-0,0015;
18.04.1996;-0,003398336;0,00136;;0,004524486;;;-0,0019;
19.04.1996;0,005640715;-0,00237;;0,002556225;;;0,00259;
22.04.1996;0,003168969;0,00636;;0,009376676;;;0,00287;
23.04.1996;0,000252717;-0,00035;;0,004540714;;;-0,00067;
24.04.1996;-0,002873926;-0,00004;;0,002418813;;;-0,00126;
25.04.1996;0,016501441;0,00583;;0,005546339;;;-0,0002;
26.04.1996;-0,011590952;-0,00052;;0,004692037;;;0,0014;
29.04.1996;0,001197907;-0,00317;;-0,001429374;;;-0,00134;
30.04.1996;0,005100756;0,00561;;0,006422116;;;-0,0026;
