Date;Gold XAU/EUR Rate FX Unhdg.;1-5 Year US Govt (ICE) FX Unhdg.;1-5 Year Global Non-Sov (ICE) IR hdg. IRS;World Equity (MSCI) FX Unhdg.;1-3 Year China Govt (ICE) FX Unhdg.;US Inflation-Linked Govt (ICE) FX Hdg.;US MBS (ICE) FX Hdg.;EM global IG Govt (JPM) FX Hdg.
05.10.1989;0,004214239;;;;;;;
06.10.1989;-0,010178874;;;;;;;
09.10.1989;0,000631446;;;;;;;
10.10.1989;0,008624316;;;;;;;
11.10.1989;0,001102339;;;;;;;
12.10.1989;0,003749777;;;;;;;
13.10.1989;-0,023719165;;;;;;;
16.10.1989;0,019132653;;;;;;;
17.10.1989;-0,005751237;;;;;;;
18.10.1989;-0,004196014;;;;;;;
19.10.1989;-0,000180587;;;;;;;
20.10.1989;-0,005117553;;;;;;;
23.10.1989;0,000393355;;;;;;;
24.10.1989;-0,007319581;;;;;;;
25.10.1989;0,006489945;;;;;;;
26.10.1989;0,000484364;;;;;;;
27.10.1989;0,00526491;;;;;;;
30.10.1989;0,01706649;;;;;;;
31.10.1989;-0,002249186;;;;;;;
01.11.1989;-0,00234324;;;;;;;
02.11.1989;-0,000921659;;;;;;;
03.11.1989;0,019283419;;;;;;;
06.11.1989;0,000905057;;;;;;;
07.11.1989;0,004287839;;;;;;;
08.11.1989;-0,001800755;;;;;;;
09.11.1989;0,013995577;;;;;;;
10.11.1989;0,00252518;;;;;;;
13.11.1989;0,011706787;;;;;;;
14.11.1989;-0,019351553;;;;;;;
15.11.1989;0,010732214;;;;;;;
16.11.1989;0,004766798;;;;;;;
17.11.1989;0,000710207;;;;;;;
20.11.1989;0,003974337;;;;;;;
21.11.1989;0,001413787;;;;;;;
22.11.1989;0,02786876;;;;;;;
24.11.1989;0,00406937;;;;;;;
27.11.1989;-0,012865847;;;;;;;
28.11.1989;-0,007687856;;;;;;;
29.11.1989;0,005914695;;;;;;;
30.11.1989;-0,01347136;;;;;;;
01.12.1989;0,016817304;;;;;;;
04.12.1989;-0,012769002;;;;;;;
05.12.1989;-0,016028321;;;;;;;
06.12.1989;-0,008980424;;;;;;;
07.12.1989;0,010977074;;;;;;;
08.12.1989;0,006503421;;;;;;;
11.12.1989;0,009748286;;;;;;;
12.12.1989;-0,014745569;;;;;;;
13.12.1989;-0,007031316;;;;;;;
14.12.1989;-0,005403253;;;;;;;
15.12.1989;0,002344599;;;;;;;
18.12.1989;-0,014063213;;;;;;;
19.12.1989;0,020860458;;;;;;;
20.12.1989;-0,003741072;;;;;;;
21.12.1989;-0,001109467;;;;;;;
22.12.1989;-0,011021559;;;;;;;
26.12.1989;-0,003369233;;;;;;;
27.12.1989;-0,023548788;;;;;;;
28.12.1989;-0,011067053;;;;;;;
29.12.1989;0,006971873;;;;;;;
02.01.1990;0,00484355;;;;;;;
03.01.1990;-0,007333806;;;;;;;
04.01.1990;-0,020078646;;;;;;;
05.01.1990;0,02945826;;;;;;;
08.01.1990;-0,013377433;;;;;;;
09.01.1990;-0,002663873;;;;;;;
10.01.1990;0,018036674;;;;;;;
11.01.1990;0,006013796;;;;;;;
12.01.1990;0,012248725;;;;;;;
15.01.1990;0,000492126;;;;;;;
16.01.1990;-0,004947774;;;;;;;
17.01.1990;-0,010962489;;;;;;;
18.01.1990;0,024373034;;;;;;;
19.01.1990;-0,015297629;;;;;;;
22.01.1990;0,000320616;;;;;;;
23.01.1990;-0,008799534;;;;;;;
24.01.1990;0,027544241;;;;;;;
25.01.1990;-0,015734516;;;;;;;
